"title","distinct_revisions"
"Household income in the United States",24
"Melbourne Victory FC",24
"Memphis, Tennessee",24
"James Leasor",16
"Raney nickel",24
"Felipe Clemente de Diego y Gutiérrez",14
"Skipsea Castle",24
"Rail transport in India",24
"Durian",24
"Colectivo",24
"Tara Lipinski",24
"Courtauld Institute of Art",24
"Lisa the Skeptic",24
"Ray Whitney (ice hockey)",24
"Publius Sempronius Tuditanus",20
"Jimmy Nail",24
"Oklahoma State Highway 7",23
"Fort Miley Military Reservation",22
"Red Barn Murder",24
"Tony Warriner",23
"National Council on Radiation Protection and Measurements",17
"Michaelhouse, Cambridge",24
"New York State Route 59",23
"Culture of Portugal",24
"Robert Clark (actor)",24
"Christine Gambito",17
"Southampton",24
"Banner of Poland",22
"Music of Dominica",24
"Anime Festival Orlando",23
"Pirates of the Caribbean: Dead Man's Chest",24
"Prince Sadruddin Aga Khan",24
"Christian Klien",24
"Doctor Who missing episodes",24
"Oxford Township, Minnesota",7
"Mitsubishi i",24
"Princess Alice of Battenberg",24
"Mobile, Alabama",24
"Eternal Decision",24
"Boy Scouts of America",24
"Tupolev TB-3",24
"Retreat of glaciers since 1850",24
"Jeff Stanzler",23
"Gap junction",24
"The Jewel of the Nile",24
"Battle of Rostov (1941)",21
"Ken Bone",19
"Zbigniew Sosnowski",17
"De Lorean DMC-12",6
"Northern Ireland flags issue",24
"GNU Debugger",24
"Order of the Phoenix (Greek order)",2
"Owain Glyndŵr",24
"Alban Turner",21
"Malta",24
"Star Trek: Klingon Academy",24
"Language demographics of Quebec",24
"WLRN-FM",23
"Night (book)",24
"Mermaid",24
"Ivalice",24
"Karnataka",24
"Hurricane Nora (1997)",24
"Spider Murphy Gang",24
"Batman",24
"Depth of field",24
"Miranda, New South Wales",24
"Animal Liberation Front",24
"Lymeswold cheese",23
"Zambezi",24
"Rail transport in the Vatican City",11
"Helm Crag",24
"Pelé",24
"Deinonychus",24
"Kammerlader",24
"Tent pegging",24
"1997 Pacific hurricane season",24
"Vuk Drašković",24
"Spartan Aircraft Ltd",23
"Stanley Jefferson",11
"The Cantos",24
"Military establishment of the Roman Republic",19
"Shai (band)",24
"The Bus Uncle",24
"Coat of arms of Serbia",24
"Selsley",24
"Lion",24
"David Dunlap Observatory",23
"Penny-Farthing Press",24
"Ice hockey",24
"Vapor-compression refrigeration",24
"Homo floresiensis",24
"Seabird",24
"Exiles (Marvel Comics)",24
"Indira Gandhi",24
"Metabolism",24
"Winter service vehicle",23
"Jim Hermiston",14
"Russian Ground Forces",24
"Peter Sarsgaard",24
"Varroa destructor",24
"Debbie Harry",24
"Patrick Moore",24
"King Street, Hamilton, Ontario",5
"Alberta, Virginia",24
"Clone Wars (Star Wars)",24
"Technology Transfer Program",14
"Larry Coker",24
"Peter Popoff",24
"William Leigh Brent",23
"Gunston Hall",23
"Dave Grohl",24
"Straffan",23
"Black Diamond Cheese",22
"Paul Felix Schmidt",21
"Hella Good",24
"Makybe Diva",24
"Hexathelidae",24
"The Godfather Returns",24
"Kaikorai Valley College",14
"Hans Blix",24
"Airport Security Unit (Hong Kong)",24
"Benassi Bros.",20
"West Island College",23
"Yoshi's Island DS",24
"Manifold",24
"TER Lorraine",22
"Brad Rutter",24
"International Criminal Court",24
"Jevargi",23
"Swedish Armed Forces",24
"Tom Williams, Baron Williams of Barnburgh",24
"Cape Feare",24
"York City F.C.",24
"LostMagic",24
"Frank Parr",13
"Toraja",24
"Louis XVIII of France",24
"Congressional Hispanic Caucus",24
"Internationalist (album)",24
"Death Note",24
"Titanium tetrachloride",24
"Trent and Mersey Canal",24
"Northlew",14
"Michael Kroger",23
"Buena Vista Social Club",24
"Stewie Loves Lois",24
"Telecommunication",24
"Piacenza",24
"Royal Rumble",24
"New England Patriots",24
"IMac",24
"Procellariidae",24
"Turkish-American relations",10
"Alendronate",6
"Anthony Michael Hall",24
"History of evolutionary thought",24
"Stadttempel",21
"Tuck School of Business",24
"American Library Association",24
"Médecins Sans Frontières",24
"Tonga",24
"A Beautiful Mind (film)",24
"Tadhg Kennelly",24
"Coronation Street",24
"Hurricane John (1994)",24
"Exeter",24
"Hurricane Neddy",24
"PECOTA",24
"Ozark School District",22
"Dypsis onilahensis",18
"Indonesia",24
"J. F. A. McManus",24
"Outrageous Betrayal",23
"Tsunami",24
"J. D. Hayworth",24
"Link (The Legend of Zelda)",24
"Jake Sakson",23
"1981-82 NHL season",9
"Equine nutrition",23
"Edward VI of England",24
"Gareth Southgate",24
"Insect flight",24
"Invention of radio",24
"Fist of the North Star",24
"Iron Man",24
"Lightning Bolt discography",16
"East Carolina University",24
"Bánh",19
"Figure skate",24
"QI",24
"Bell H-12",19
"Armenian Revolutionary Federation",24
"Tourette syndrome",24
"Garbage (band)",24
"White Oak Township, McLean County, Illinois",23
"Franklin B. Gowen",21
"Australian dollar",24
"Sunset Crater",24
"Club Nacional de Football",24
"Kurama (YuYu Hakusho)",24
"Diborane",24
"Messatida",22
"Ale Bagu",24
"Fiduciary",24
"2003 Chicago balcony collapse",22
"Zionism",24
"The Piper at the Gates of Dawn",24
"Romeo and Juliet",24
"Waylon Jennings",24
"IWGP Junior Heavyweight Championship",23
"Huntsman spider",24
"Karl Hermann Frank",24
"Hillsboro Banner",21
"Dave Rudabaugh",24
"Matthias Richards",24
"Aquarium",24
"The Simpsons (season 17)",24
"Laker Airways",24
"Dundee United F.C.",24
"16 Cygni",24
"Athanasius Kircher",24
"Maximianus of Ravenna",23
"2005 levee failures in Greater New Orleans",24
"Cell (biology)",24
"Anna Wintour",24
"Final Fantasy XII",24
"Anwar Ibrahim",24
"Allegheny County, Pennsylvania",24
"Loyset Compère",22
"Miguel José de Azanza, Duke of Santa Fe",24
"Kuiper belt",24
"Chew Magna",24
"Jimmy Van Heusen",24
"Oregon Route 422",23
"39th Canadian Parliament",24
"History of Poland",24
"Battle of Baia",24
"Eagle (Middle-earth)",24
"Camps quinoline synthesis",24
"State Route 1002 (Lehigh County, Pennsylvania)",24
"Gau-Algesheim",22
"Book of Advertisements",23
"Carlos Astrada",23
"Domestic AC power plugs and sockets",7
"Desmond Tutu",24
"Intraosseous infusion",24
"Augustus Dunbier",17
"George J. Dufek",14
"Flora of Australia",24
"First Bank of Nigeria",23
"Cleomenean War",17
"Quebec",24
"Christian Poulsen",24
"Carry (investment)",23
"There's a Boy in the Girls' Bathroom",24
"Björn Svensson",24
"Yellow Creek (Illinois)",15
"Banavasi",22
"Board of directors",24
"Chirawa",23
"The Daily Show",24
"Spencer Smith (triathlete)",23
"The Reputation",24
"British Airways Flight 9",24
"Fort Jackson (Virginia)",16
"Samantha Power",22
"Kubrat",24
"Sisters' Islands",24
"United States",24
"St. Mary's Church, Lübeck",24
"Book of Kells",24
"Radom Air Show",24
"Come as You Are (Nirvana song)",24
"Ian Jacob",24
"Air Comores International",24
"Ford Mustang SSP",23
"Buckland Abbey",24
"Sino-Roman relations",24
"Theramenes",24
"Edward J. Stack",19
"Speech synthesis",24
"Sadler's Wells Theatre",23
"Joel Larson",23
"Second Epistle of Peter",24
"Britney Spears",24
"Olympic Games",24
"Cannon",24
"Matilda Ziegler",24
"Tangiteroria",24
"Earth Kingdom",24
"Aaron Sorkin",24
"Al-Kateb v Godwin",24
"Dakota Dunes Open",17
"Ovson Egg",23
"Saliou Lassissi",17
"SR N Class",5
"TAM Linhas Aéreas Flight 3054",12
"Walrus",24
"History of Estonia",24
"Egypt",24
"Geography of Canada",24
"Parthia",24
"Dyke Marsh",22
"Ishmael",24
"Gertie the Dinosaur",24
"Heraldry",24
"Brignall",23
"John Churchill, 1st Duke of Marlborough",24
"Mirta Ojito",24
"Astrid Kirchherr",23
"Cao Chun",23
"Josiah Power",24
"Marine Atlantic",23
"Bodyline",24
"5th Avenue Theatre",24
"Mumia Abu-Jamal",24
"Tin(II) chloride",24
"Keys to Tulsa",22
"Naantali",24
"Fully connected network",21
"Jan Rajewski",22
"Irina Kolesnikova",24
"Gemifloxacin",24
"Spider silk",24
"Valentino Zeichen",18
"X-ray",24
"Kibungan, Benguet",21
"Mission blue butterfly",24
"Mount Osmond, South Australia",24
"James Jones (wide receiver)",23
"Social psychology (psychology)",24
"As-Suwayda Governorate",23
"Business continuity planning",24
"FIFA World Cup",24
"Culture of Thiruvananthapuram",24
"Connie Francis",24
"Pederasty in ancient Greece",24
"The Age of Reason",24
"Ferdinand Verbiest",24
"British Isles",24
"Houston, Texas",3
"History of the west coast of North America",24
"Sangmélima",10
"Colorado Avalanche",24
"Italian lira",24
"History of biology",24
"Itchy &amp; Scratchy: The Movie",24
"Romanian language",24
"Gothic Lolita",24
"Influenza A virus subtype H5N1",24
"Madlax",24
"Gordon McGregor",24
"Goliathus",24
"Rosa Montero",24
"Lhasa Apso",24
"Turquoise",24
"Karlgeorg Hoefer",21
"LSWR O2 Class",12
"Württemberg",24
"Final Fantasy IV",24
"Providence, Rhode Island",24
"Meghan O'Sullivan",24
"Skewbald",23
"Welding",24
"Geography of Newfoundland and Labrador",24
"History of the New England Patriots",24
"Herrerasaurus",24
"Maximus the Confessor",24
"Pan's Labyrinth",24
"Salinas, California",24
"Ray Ellington",24
"Ryoji Kaji",24
"ZMUD",22
"Plano Collor",24
"Karawaci, Tangerang",19
"Restoration literature",24
"Paul Oscar",14
"Romegas",24
"The Giver",24
"Toruń",24
"Jack Fingleton",20
"Rhophodon",17
"Allouez, Wisconsin",23
"Music of Philadelphia",24
"The Quadrangle (Antarctica)",24
"Thomas, Earl of Mar",23
"Star",24
"Aircraft carrier",24
"A. J. Weberman",24
"Shannon Lucid",24
"Nutrition Assistance for Puerto Rico",23
"Oklahoma",24
"Whitney Joins The JAMs",24
"Æthelbald of Mercia",22
"Tim Burton",24
"Sungai Ara",24
"Lavrentiy Beria",24
"Morotai Mutiny",22
"Cowboys Are Frequently, Secretly Fond of Each Other",24
"Ideal Home Show",24
"Sons and Daughters (Australian TV series)",24
"Appalachian School of Law",24
"Alexandru Averescu",24
"La Salle School, Klang",19
"Ryanverse",22
"Gregory of Nazianzus",24
"Youngstown Ohio Works",23
"Video Power",24
"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",24
"Great French Wine Blight",14
"Min kärlek",24
"Toribio de Benavente Motolinia",24
"James Root",4
"Time",24
"Museo Egizio",24
"Lumière University Lyon 2",16
"Bangladesh Telecommunication Regulatory Commission",17
"Education in Iceland",17
"Trade",24
"Mesut Yılmaz",24
"Komárno",24
"Cividade de Terroso",20
"Hippocrates",24
"Presidents' Trophy",24
"Korean language",24
"William Pearce Howland",24
"Holden",24
"A Vindication of the Rights of Woman",24
"Planet",24
"Prehistoric Iberia",21
"Rinoa Heartilly",24
"Sheffield",24
"The Long Walk Home",23
"Geum bulgaricum",15
"Goodville, Pennsylvania",17
"The World Is Not Enough (song)",24
"Economy of Scotland",24
"Freedom of religion",24
"Eggheads (TV series)",24
"SpongeBob SquarePants",24
"Jacqueline Saburido",23
"Augustus O. Bourn",12
"Ivan Alexander of Bulgaria",24
"Derry City F.C.",24
"United Kingdom in the Junior Eurovision Song Contest",24
"Dark matter",24
"Rosebud Indian Reservation",21
"Chris Smith (U.S. politician)",2
"Polonization",24
"Hurricane Nina (1957)",22
"Varieties of Arabic",24
"François Crépin",20
"Henry Beard",15
"Columbia River Highway",9
"Tropical Storm Mindy (2003)",23
"Ian Peebles",23
"Maedhros",24
"Shoot 'em up",24
"Nylon Moon",9
"Nuclear isomer",24
"Drew Carey",24
"Yves Coppens",24
"The Twin Towers (professional wrestling)",23
"The Battle of Alexander at Issus",21
"Coat of arms of Palestine",24
"Assassination",24
"Hurricane Gustav (2002)",23
"Agriculture and aquaculture in Hong Kong",23
"Selenium",24
"Being Boring",24
"Facing the Giants",24
"Book of Malachi",24
"Effects of Hurricane Isabel in Delaware",24
"Philadelphia Quakers (AFL)",19
"Letters Written in Sweden, Norway, and Denmark",18
"Aqaba Airport",11
"Moore's Law",8
"Jarmann M1884",24
"Canadian Battlefield Memorials Restoration Project",21
"Elf (Middle-earth)",24
"Legal disputes over the Harry Potter series",19
"Madness (band)",24
"Gordon O'Connor",24
"Dungeness crab",24
"Chile at the 2002 Winter Olympics",19
"Orc (Middle-earth)",24
"Bradfield Combust with Stanningfield",12
"Domnus II of Antioch",22
"Jefferson Barracks Military Post",24
"County of Mark",24
"Robert Courtleigh",19
"Stanwell Corporation",19
"Muawiyah I",24
"Bahá'í Faith",24
"Greco-Persian Wars",24
"Monica Tidwell",24
"DFW Tornados",24
"Ascension (Stargate)",24
"Giles Jacob",15
"USS Texas (BB-35)",24
"Gavin Lambert",22
"Amaryllis",24
"Dow Chemical Company",24
"Jonathan Lethem",23
"Woodville, Calumet County, Wisconsin",15
"Jason Snell",23
"Newsy Lalonde",24
"Henry of Grosmont, 1st Duke of Lancaster",23
"Karl von Terzaghi",24
"St. La Salle Hall",24
"Democratic Party (United States)",24
"Laser",24
"Nepenthes bicalcarata",22
"Interstate 355",24
"Italian Mare Nostrum",17
"Mary Martha Sherwood",23
"Riemann hypothesis",24
"Unwed Sailor",24
"The Ordertaker",20
"Dreamgirls (film)",24
"Flag of Armenia",24
"USS Hoel (DDG-13)",24
"Kedida Gamela",14
"Ammonius the Peripatetic",6
"Viva Hate (band)",24
"Cy-Fair College",24
"Heinrich Moritz Chalybäus",17
"Gifted education",24
"Wheatbelt (Western Australia)",24
"Intercollegiate Athletic Association of the Northwest",17
"Cosmopolitan (cocktail)",24
"F-Zero GX",24
"Red imported fire ant",24
"Aleksander Hall",19
"The Real Adventures of Jonny Quest",24
"Smallville (TV series)",3
"Colosseum",24
"Psycho (1960 film)",24
"Sibu Division",24
"Eastwood, New South Wales",24
"Battle of Gettysburg",24
"International Space Station",24
"Posłuchaj to do ciebie",3
"Archimedes",24
"Holy Synod of the Assyrian Church of the East",24
"Folk instrument",24
"Palma Campania",20
"Flight controller",23
"Elizabeth Needham",24
"Rudolf Jakob Camerarius",24
"Ecclesiastical Law Society",18
"V.",24
"HMS Ledbury (L90)",19
"John Bull (locomotive)",23
"Berea College v. Kentucky",20
"Hesselberg",20
"Rashomon (short story)",5
"Sophie Blanchard",23
"Albert E. Jacomb",24
"Military history of Gibraltar during World War II",19
"Black Death",24
"The Farmer in the Dell",24
"Próxima Estación: Esperanza",23
"Hanukkah",24
"The KLF",24
"Thomas Pynchon",24
"Battle of Dyrrhachium (1081)",23
"Insurrection (StarCraft)",24
"Fujiwara no Teika",23
"Aquilla Lake",20
"Rentaghost",24
"Monty Hall problem",24
"Leprechaun",24
"Lijordet (station)",22
"Hilary Putnam",24
"Flamborough Head",24
"C. S. Lewis",24
"Susquehanna River",24
"Shane Paltridge",24
"Scout Taylor-Compton",24
"USS Whippoorwill (AMS-207)",19
"Elfen Lied",24
"Ian Chappell",24
"The Hospital (TV series)",24
"Adaptations of The Lord of the Rings",24
"Lincoln Theatre (Washington, D.C.)",24
"Botulism",24
"Fair trade",24
"Simonov Monastery",20
"Baudinella",17
"Shawn Michaels",24
"Damien Dante Wayans",24
"Craugastor jota",18
"Rich Girl (Gwen Stefani song)",24
"Klingon language",24
"Culture",24
"Silver Springs State Fish and Wildlife Area",20
"Trade route",24
"Speedrun",24
"MV Adula",15
"Hong Kong Convention and Exhibition Centre",23
"Myxobolus cerebralis",20
"Nissan F-Alpha platform",21
"Ogle County Courthouse",24
"Massively multiplayer online role-playing game",24
"Nevis",24
"Paint Pastel Princess",21
"Bossa Nova (film)",24
"Dorset",24
"Colorado potato beetle",24
"Mediation",24
"Shitalakshya River",18
"City &amp; South London Railway",6
"Brian Urlacher",24
"Priory",23
"Geology of Scotland",23
"Metal Gear Solid",24
"Conn Smythe Trophy",24
"None More Black",24
"Princess Angela of Liechtenstein",24
"Claude Favre de Vaugelas",24
"Sequence alignment",24
"Christ Illusion",24
"Hot Fuzz",24
"Altitude sickness",24
"Ford Taurus",24
"Mixed strategy",24
"Herzliya",24
"The Lord of the Rings Strategy Battle Game",24
"Crinoline",24
"Ciaran Lyng",3
"Prostitution in the People's Republic of China",24
"180th Street–Bronx Park (IRT White Plains Road Line)",24
"Anne of Great Britain",13
"Ho Chi Minh Campaign",24
"George Robert Gleig",23
"Indus Valley Civilization",24
"Tropical Storm Larry (2003)",23
"Great Lubyanka Street",21
"Sai Ying Pun Station",24
"Dusky Woodswallow",21
"Juan de Leyva de la Cerda, conde de Baños",24
"Pipil grammar",23
"The Argument Sketch",23
"Rus'-Ukrainian Union",24
"Holidays of Japan",24
"AT&amp;T Corporate Center",23
"Battles of Corbridge",24
"Johnny Miller (NASCAR)",5
"USS Waddell (DDG-24)",23
"Tumbler Ridge, British Columbia",24
"Mac OS X",24
"John Lee Richmond",24
"Harry Paget Flashman",24
"Knight Engine",24
"Joe Greene (American football)",24
"Siege of Paris (885-886)",24
"House of Gediminas",22
"History of the molecule",24
"Cape Fear Shiner",18
"Proactiv Solution",24
"International Speedway Corporation",24
"Crotalus atrox",24
"Roman Catholicism in Afghanistan",24
"The Night Attack",24
"Horner-Wadsworth-Emmons reaction",24
"3-D film",24
"Alan Davidson (cricketer)",23
"Ganmain, New South Wales",24
"Y. B. Rowdy (Medal of Honor recipient)",19
"Islamic view of Ezra",15
"Stanley (Amtrak station)",22
"Nissan Motor Manufacturing (UK) Ltd",24
"Rietdijk-Putnam argument",19
"Tōru Takemitsu",24
"Cristobal Llorens",15
"Santamaría (volcano)",24
"Creative ZEN",24
"Federalist Papers",24
"Harrogate Town F.C.",24
"South American Championship 1916",20
"Line 2, Beijing Subway",24
"Mountain Parakeet",18
"Muso Gonnosuke",24
"Death of Dean Shillingsworth",15
"Americanization (of Native Americans)",24
"East Norwalk (Metro-North station)",22
"Swiss Federal Council",24
"Dragon Shiryu",24
"Cross Creek Railway Station",17
"American Goldfinch",24
"Seal of New Hampshire",24
"The Lord of the Rings film trilogy",24
"KC Stadium",24
"Pygmy Blue Whale",19
"AIDS Coalition to Unleash Power",24
"Even in the Quietest Moments",24
"John Collier (artist)",24
"Whale song",24
"Paul Anthony Cook",24
"Lutz's Poison Frog",18
"Adore (album)",24
"Union Flag",24
"Cathedral architecture of Western Europe",24
"Mariana Mallard",24
"Tennessee Cave Salamander",18
"Chromosome 2 (human)",24
"Phan Dinh Phung",21
"Then Was Then - Now Is Now!",23
"Always (album)",23
"1,3-Butadiene",24
"Crumbling Land (song)",15
"Oriental Orthodoxy",24
"Shuanghu Special District",21
"John F. Kennedy assassination",24
"Hohenheim (Fullmetal Alchemist)",7
"Seventh and eighth dynasties of Egypt",22
"Qozhaya",22
"Distribution (business)",24
"Ujitawara, Kyoto",17
"The Land That Time Forgot (film)",15
"Cane Toad",24
"Elizabeth Bowes-Lyon",24
"Le Quang Tung",21
"History of Minneapolis, Minnesota",22
"Niederursel (Frankfurt am Main)",24
"GoldenEye 007",23
"Tay-Sachs disease",24
"Yen Bai mutiny",15
"Metsamor site",24
"Christovão Falcão",22
"William Beeman",23
"Quercus albocinta",17
"Cydonia Mensae",24
"Stephen Colbert at the 2006 White House Correspondents' Association Dinner",24
"Humanum Genus",23
"This Bird Has Flown - A 40th Anniversary Tribute to the Beatles' Rubber Soul",23
"Alberta general election, 2004",24
"Yamashita Yoshiaki",22
"Battle for Vedeno (2001)",24
"Allama Mashriqi",24
"Seo Ho-Jin",16
"Timeless_Tales_for_Changing_Times",18
"Kashyap Samhita",24
"Freshwater prawn farm",19
"Six Flags Astroworld",24
"Periodic table (standard)",24
"2012 Summer Olympics bids",24
"Her Majesty's Most Honourable Privy Council",24
"Haruhi Suzumiya (franchise)",20
"Beijing opera",24
"Boy Scout",24
"Red-tailed Hawk",24
"Queluz National Palace",22
"Mohammad Rafiqul Islam Khan",24
"Treehouse of Horror (series)",24
"Rana-de Arbol De Juanita",18
"Mildura, Victoria",24
"Gaius Julius Caesar (proconsul of Asia, 90s BC)",23
"Helder Esteves",24
"Historic district (United States)",23
"Balboa High School (San Francisco, California)",24
"Tropical Storm Zeta (2005)",24
"King Vulture",24
"History of the Peerage",21
"Section Thirty-four of the Canadian Charter of Rights and Freedoms",24
"F-84 Thunderjet",24
"Doctor (Doctor Who)",24
"Capitol Limited (B&amp;O)",19
"Dairy Farmers Stadium",24
"CCU Delivery",20
"American Empire (Harry Turtledove)",24
"Douglaston, Queens",24
"Liberal Party of Canada leadership convention, 1968",23
"John Mylne (1611-1667)",20
"Australian electoral system",24
"Christian views of Jesus",24
"Union Station (San Diego)",24
"Wolverine (comics)",23
"T cell receptor",24
"Killing Me Softly (album)",21
"Greater Yellow-headed Vulture",18
"Ethnic groups in Canada",24
"Northern Red-legged Frog",24
"DMX512-A",24
"David Morris (politician)",24
"Castle of Mirwart",18
"Neposedi",24
"Magnetophone",24
"Green Iguana",24
"Gravitation",24
"Snake scales",23
"Daniel Fentom",24
"Syrian American",21
"Nhat Hanh",24
"Romanov sainthood",23
"Hubert de Brienne, Comte de Conflans",15
"Byzantium under the Komnenoi",18
"Hurricane Epsilon (2005)",24
"Broad Fields, Kentucky",24
"White Magician",22
"Muzafar II",9
"Slavic mythology",24
"Ikata, Ehime",24
"Alessandro Rossi (politician)",21
"Religious Society of Friends",24
"Shalalth, British Columbia",24
"Karplus-Strong string synthesis",22
"B movies (1980s to the present)",23
"Japanese words of Portuguese origin",24
"Tambora (lost culture)",19
"The Princess (play)",22
"Charles Melchior Artus de Bonchamps",23
"Positions on Jerusalem",24
"Eurovision Song Contest winners",24
"Samuel J. Loomis",24
"Comma Johanneum",23
"Planetarian: Chiisana Hoshi no Yume",24
"The Portland Mercury",23
"February 2007 North America Winter Storm",23
"Battle of Gettysburg, First Day",24
"Feminist Sex Wars",24
"Coupling (railway)",24
"Papal conclave, 2005",23
"Canadian Forces",24
"Yellow-bellied Glider",24
"Boy Scouting (Boy Scouts of America)",24
"Georgia Institute of Technology",24
"Tasmanian Devil",24
"Interstate 295 (Delaware-New Jersey)",24
"Thomas Alcock (clergyman)",22
"1700-1750 in fashion",23
"Hickman's potentilla",24
"The Bats",22
"Nouelia insignis",18
"York City F.C. seasons",24
"Nireah Johnson",17
"Elfin-woods Warbler",23
"New Jersey State Constitution",24
"Nation of Ulysses discography",23
"County of Adelaide, South Australia",22
"State of Vietnam referendum, 1955",22
"Ctrl+Alt+Del",24
"Georgia Tech traditions",24
"Paris High School (Paris, Illinois)",17
"Locks on the Kennet and Avon Canal",24
"Watson Island, Miami, Florida",24
"Herne Bay, Kent",24
"Herbig-Haro object",24
"False Zokor",18
"Demonic Tube-nosed Fruit Bat",18
"Bitis gabonica",24
"Crazy Taxi (series)",24
"B movies (Transition in the 1950s)",23
"Milestone home runs by Barry Bonds",14
"Boston terrier",24
"Hong Kong Movie Database",24
"Soviet S class submarine",23
"Novardok yeshiva",24
"Paul Calderon",24
"In Concert: Live at Philharmonic Hall",17
"Tekhsnabexport",23
"Andijan massacre",24
"Battle of the Olive Grove of Koundouros",24
"1960 New York air disaster",24
"Back Stage",23
"Wood Thrush",24
"Haystacks (Monet)",24
"Aviation navale",24
"Sega Mega Drive",24
"Petroicidae",24
"Cover Her Face (novel)",24
"Key West, Florida",24
"Chess handicap",24
"Mauthausen-Gusen concentration camp",24
"Salso River",22
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",24
"Æthelwulf of Wessex",24
"Towelie (South Park episode)",24
"Clifton Forge (Amtrak station)",22
"Antonio Ribeiro",24
"History of Lithuania (1219–1295)",24
"James I of England",24
"If I Were You (novel)",23
"1300-1400 in fashion",22
"Szczecin-Golęcino",23
"Indian national cricket captains",24
"Savoia-Marchetti",24
"Arthur Ernest Percival",24
"John Lawson (Australian rules footballer)",21
"2004 Indian Ocean earthquake",24
"Henry Peel Ritchie",24
"Technology of the Song Dynasty",21
"Philippine-American War",24
"Jack Thompson (attorney)",24
"LVT-5",23
"History of the Ming Dynasty",12
"Swiss federal election, 2007",24
"Reasonable Doubt",23
"Scouting in Portugal",22
"Hairy-fronted Muntjac",24
"Canadian federal election, 1963",24
"A.M. (album)",24
"Meek's Lorikeet",18
"Order of St. Patrick",24
"William Butler Yeats",24
"Nasva River",18
"Rena Mero",24
"Enceladus (moon)",24
"Audacious class aircraft carrier",24
"The Answer (Animorphs)",24
"Variegated Fairy-wren",19
"Mauricio Rua",24
"Trinity School (Newbury)",24
"Genericized trademark",24
"Basel-Country",24
"Caspian expeditions of the Rus",23
"Tunbridge Wells (borough)",24
"Danish football champions",24
"Island Fox",24
"Black widow spider",24
"Battle of Viljandi, 1211",14
"Hovhannes Bagramyan",24
"1920 Palestine riots",24
"Lupin III",24
"Kim Kibum",20
"Administration of an estate on death",24
"Upper Magdalena Tapaculo",23
"Officer Candidates School (U.S. Marine Corps)",24
"Sir Charles Fox",18
"Swan by-election, 1918",19
"Major Soccer League",24
"Apostolicae Curae",24
"Rock and alternative music in Iran",24
"Bûche de Noël",24
"Banana massacre",23
"Harold W. Gehman, Jr.",17
"Mac OS",24
"Chenal Valley, Little Rock, Arkansas",22
"Hurricane Vince (2005)",24
"Battle of Gettysburg, Second Day",24
"Isaac Newton's religious views",24
"Renault F1",24
"Leopard syndrome",24
"Swimming World Swimmers of the Year",24
"Truong Dinh",15
"Area of a disk",24
"Technopark, Kerala",24
"South Side (Chicago)",17
"Zimbabwean national cricket captains",17
"Kirkland Lake, Ontario",23
"USAir Flight 1493",24
"B movies (The exploitation boom)",23
"Fight Club (film)",24
"Hillsong Music Australia",24
"English football champions",24
"Viet Nam Quoc Dan Dang",24
"Roman Republican coinage",24
"George William Forbes",24
"Extrasolar planet",24
"Principal photography of The Lord of the Rings film trilogy",23
"Eagle (comic)",24
"Eamon (computer game)",24
"Freeport (LIRR station)",21
"Karşılama",24
"Consolation of Philosophy",24
"1400-1500 in fashion",24
"Charles Polk, Jr.",24
"Luca Turilli (musician)",24
"I Believe (album)",22
"Trichoptera",24
"Dragon Warrior III",24
"Koryū",23
"Descent: FreeSpace — The Great War",24
"2005 Rugby League State of Origin series",20
"Hiawatha Line",24
"Trailer (film)",24
"Egyptian Mongoose",24
"De La Salle-Santiago Zobel School",24
"Heath Fritillary",22
"USS L. Y. Spear (AS-36)",19
"Ajmer sex scandal",24
"British anti-invasion preparations of World War II",24
"1888-1889 New Zealand Native football team matches",20
"United States Numbered Highways",24
"1900s in fashion",23
"Lunga, Firth of Lorn",22
"Nick Ward (footballer)",24
"Acquisition Initiation (ISPL)",17
"Maraba Coffee",24
"Papal Tiara",24
"Dalmore railway station, Victoria",20
"Narnian timeline",24
"Jempol",18
"Supersonic",24
"Burhanuddin Upazila",23
"Blue Iguana",23
"Carolina Wren",24
"Bhakta Prahlada (1942 film)",24
