"title","distinct_revisions"
"Household income in the United States",24
"Melbourne Victory FC",24
"Memphis, Tennessee",24
"James Leasor",4
"Raney nickel",20
"Felipe Clemente de Diego y Gutiérrez",4
"Skipsea Castle",7
"Rail transport in India",24
"Durian",24
"Colectivo",17
"Tara Lipinski",24
"Courtauld Institute of Art",21
"Lisa the Skeptic",24
"Ray Whitney (ice hockey)",21
"Publius Sempronius Tuditanus",9
"Jimmy Nail",24
"Oklahoma State Highway 7",10
"Fort Miley Military Reservation",9
"Red Barn Murder",19
"Tony Warriner",9
"National Council on Radiation Protection and Measurements",4
"Michaelhouse, Cambridge",11
"New York State Route 59",18
"Culture of Portugal",24
"Robert Clark (actor)",17
"Christine Gambito",17
"Southampton",24
"Banner of Poland",12
"Music of Dominica",10
"Anime Festival Orlando",9
"Pirates of the Caribbean: Dead Man's Chest",24
"Prince Sadruddin Aga Khan",17
"Christian Klien",20
"Doctor Who missing episodes",24
"Oxford Township, Minnesota",1
"Mitsubishi i",21
"Princess Alice of Battenberg",24
"Mobile, Alabama",24
"Eternal Decision",18
"Boy Scouts of America",24
"Tupolev TB-3",19
"Retreat of glaciers since 1850",22
"Jeff Stanzler",3
"Gap junction",18
"The Jewel of the Nile",20
"Battle of Rostov (1941)",14
"Ken Bone",8
"Zbigniew Sosnowski",3
"De Lorean DMC-12",1
"Northern Ireland flags issue",23
"GNU Debugger",19
"Order of the Phoenix (Greek order)",1
"Owain Glyndŵr",24
"Alban Turner",2
"Malta",24
"Star Trek: Klingon Academy",22
"Language demographics of Quebec",22
"WLRN-FM",12
"Night (book)",22
"Mermaid",24
"Ivalice",24
"Karnataka",24
"Hurricane Nora (1997)",17
"Spider Murphy Gang",11
"Batman",24
"Depth of field",23
"Miranda, New South Wales",14
"Animal Liberation Front",24
"Lymeswold cheese",9
"Zambezi",24
"Rail transport in the Vatican City",1
"Helm Crag",9
"Pelé",24
"Deinonychus",24
"Kammerlader",13
"Tent pegging",12
"1997 Pacific hurricane season",22
"Vuk Drašković",19
"Spartan Aircraft Ltd",6
"Stanley Jefferson",1
"The Cantos",20
"Military establishment of the Roman Republic",11
"Shai (band)",20
"The Bus Uncle",23
"Coat of arms of Serbia",21
"Selsley",10
"Lion",24
"David Dunlap Observatory",17
"Penny-Farthing Press",5
"Ice hockey",24
"Vapor-compression refrigeration",22
"Homo floresiensis",24
"Seabird",21
"Exiles (Marvel Comics)",24
"Indira Gandhi",24
"Metabolism",24
"Winter service vehicle",21
"Jim Hermiston",3
"Russian Ground Forces",24
"Peter Sarsgaard",23
"Varroa destructor",23
"Debbie Harry",24
"Patrick Moore",24
"King Street, Hamilton, Ontario",2
"Alberta, Virginia",12
"Clone Wars (Star Wars)",24
"Technology Transfer Program",3
"Larry Coker",19
"Peter Popoff",24
"William Leigh Brent",6
"Gunston Hall",18
"Dave Grohl",24
"Straffan",19
"Black Diamond Cheese",2
"Paul Felix Schmidt",10
"Hella Good",22
"Makybe Diva",21
"Hexathelidae",10
"The Godfather Returns",13
"Kaikorai Valley College",6
"Hans Blix",23
"Airport Security Unit (Hong Kong)",11
"Benassi Bros.",14
"West Island College",14
"Yoshi's Island DS",24
"Manifold",24
"TER Lorraine",4
"Brad Rutter",15
"International Criminal Court",24
"Jevargi",8
"Swedish Armed Forces",24
"Tom Williams, Baron Williams of Barnburgh",5
"Cape Feare",24
"York City F.C.",24
"LostMagic",23
"Frank Parr",4
"Toraja",19
"Louis XVIII of France",24
"Congressional Hispanic Caucus",17
"Internationalist (album)",19
"Death Note",24
"Titanium tetrachloride",14
"Trent and Mersey Canal",17
"Northlew",3
"Michael Kroger",10
"Buena Vista Social Club",24
"Stewie Loves Lois",24
"Telecommunication",24
"Piacenza",23
"Royal Rumble",24
"New England Patriots",24
"IMac",24
"Procellariidae",17
"Turkish-American relations",2
"Alendronate",1
"Anthony Michael Hall",24
"History of evolutionary thought",24
"Stadttempel",10
"Tuck School of Business",19
"American Library Association",22
"Médecins Sans Frontières",24
"Tonga",24
"A Beautiful Mind (film)",24
"Tadhg Kennelly",19
"Coronation Street",24
"Hurricane John (1994)",19
"Exeter",24
"Hurricane Neddy",24
"PECOTA",16
"Ozark School District",6
"Dypsis onilahensis",8
"Indonesia",24
"J. F. A. McManus",7
"Outrageous Betrayal",12
"Tsunami",24
"J. D. Hayworth",17
"Link (The Legend of Zelda)",24
"Jake Sakson",4
"1981-82 NHL season",1
"Equine nutrition",20
"Edward VI of England",24
"Gareth Southgate",24
"Insect flight",19
"Invention of radio",24
"Fist of the North Star",24
"Iron Man",24
"Lightning Bolt discography",11
"East Carolina University",24
"Bánh",14
"Figure skate",16
"QI",24
"Bell H-12",8
"Armenian Revolutionary Federation",23
"Tourette syndrome",24
"Garbage (band)",24
"White Oak Township, McLean County, Illinois",7
"Franklin B. Gowen",18
"Australian dollar",24
"Sunset Crater",18
"Club Nacional de Football",24
"Kurama (YuYu Hakusho)",22
"Diborane",17
"Messatida",9
"Ale Bagu",7
"Fiduciary",21
"2003 Chicago balcony collapse",16
"Zionism",24
"The Piper at the Gates of Dawn",24
"Romeo and Juliet",24
"Waylon Jennings",24
"IWGP Junior Heavyweight Championship",17
"Huntsman spider",21
"Karl Hermann Frank",20
"Hillsboro Banner",3
"Dave Rudabaugh",18
"Matthias Richards",6
"Aquarium",24
"The Simpsons (season 17)",19
"Laker Airways",23
"Dundee United F.C.",24
"16 Cygni",16
"Athanasius Kircher",23
"Maximianus of Ravenna",9
"2005 levee failures in Greater New Orleans",24
"Cell (biology)",24
"Anna Wintour",24
"Final Fantasy XII",24
"Anwar Ibrahim",23
"Allegheny County, Pennsylvania",24
"Loyset Compère",10
"Miguel José de Azanza, Duke of Santa Fe",11
"Kuiper belt",24
"Chew Magna",16
"Jimmy Van Heusen",17
"Oregon Route 422",6
"39th Canadian Parliament",24
"History of Poland",24
"Battle of Baia",19
"Eagle (Middle-earth)",21
"Camps quinoline synthesis",5
"State Route 1002 (Lehigh County, Pennsylvania)",13
"Gau-Algesheim",9
"Book of Advertisements",6
"Carlos Astrada",3
"Domestic AC power plugs and sockets",1
"Desmond Tutu",24
"Intraosseous infusion",14
"Augustus Dunbier",3
"George J. Dufek",6
"Flora of Australia",24
"First Bank of Nigeria",12
"Cleomenean War",16
"Quebec",24
"Christian Poulsen",22
"Carry (investment)",19
"There's a Boy in the Girls' Bathroom",23
"Björn Svensson",8
"Yellow Creek (Illinois)",5
"Banavasi",8
"Board of directors",24
"Chirawa",17
"The Daily Show",24
"Spencer Smith (triathlete)",11
"The Reputation",13
"British Airways Flight 9",24
"Fort Jackson (Virginia)",9
"Samantha Power",22
"Kubrat",16
"Sisters' Islands",6
"United States",24
"St. Mary's Church, Lübeck",17
"Book of Kells",23
"Radom Air Show",7
"Come as You Are (Nirvana song)",24
"Ian Jacob",12
"Air Comores International",13
"Ford Mustang SSP",18
"Buckland Abbey",15
"Sino-Roman relations",23
"Theramenes",13
"Edward J. Stack",6
"Speech synthesis",24
"Sadler's Wells Theatre",14
"Joel Larson",7
"Second Epistle of Peter",22
"Britney Spears",24
"Olympic Games",24
"Cannon",24
"Matilda Ziegler",16
"Tangiteroria",9
"Earth Kingdom",24
"Aaron Sorkin",24
"Al-Kateb v Godwin",15
"Dakota Dunes Open",3
"Ovson Egg",9
"Saliou Lassissi",11
"SR N Class",2
"TAM Linhas Aéreas Flight 3054",1
"Walrus",24
"History of Estonia",24
"Egypt",24
"Geography of Canada",23
"Parthia",24
"Dyke Marsh",7
"Ishmael",24
"Gertie the Dinosaur",20
"Heraldry",24
"Brignall",6
"John Churchill, 1st Duke of Marlborough",24
"Mirta Ojito",6
"Astrid Kirchherr",21
"Cao Chun",12
"Josiah Power",11
"Marine Atlantic",17
"Bodyline",23
"5th Avenue Theatre",23
"Mumia Abu-Jamal",24
"Tin(II) chloride",20
"Keys to Tulsa",9
"Naantali",15
"Fully connected network",2
"Jan Rajewski",4
"Irina Kolesnikova",8
"Gemifloxacin",11
"Spider silk",24
"Valentino Zeichen",9
"X-ray",24
"Kibungan, Benguet",11
"Mission blue butterfly",14
"Mount Osmond, South Australia",9
"James Jones (wide receiver)",22
"Social psychology (psychology)",24
"As-Suwayda Governorate",16
"Business continuity planning",23
"FIFA World Cup",24
"Culture of Thiruvananthapuram",16
"Connie Francis",24
"Pederasty in ancient Greece",24
"The Age of Reason",21
"Ferdinand Verbiest",20
"British Isles",24
"Houston, Texas",1
"History of the west coast of North America",21
"Sangmélima",4
"Colorado Avalanche",24
"Italian lira",24
"History of biology",23
"Itchy &amp; Scratchy: The Movie",23
"Romanian language",24
"Gothic Lolita",24
"Influenza A virus subtype H5N1",24
"Madlax",23
"Gordon McGregor",6
"Goliathus",18
"Rosa Montero",8
"Lhasa Apso",24
"Turquoise",24
"Karlgeorg Hoefer",7
"LSWR O2 Class",2
"Württemberg",23
"Final Fantasy IV",24
"Providence, Rhode Island",24
"Meghan O'Sullivan",12
"Skewbald",8
"Welding",24
"Geography of Newfoundland and Labrador",21
"History of the New England Patriots",24
"Herrerasaurus",21
"Maximus the Confessor",22
"Pan's Labyrinth",24
"Salinas, California",24
"Ray Ellington",14
"Ryoji Kaji",20
"ZMUD",6
"Plano Collor",10
"Karawaci, Tangerang",3
"Restoration literature",18
"Paul Oscar",10
"Romegas",6
"The Giver",24
"Toruń",24
"Jack Fingleton",16
"Rhophodon",3
"Allouez, Wisconsin",15
"Music of Philadelphia",19
"The Quadrangle (Antarctica)",6
"Thomas, Earl of Mar",6
"Star",24
"Aircraft carrier",24
"A. J. Weberman",19
"Shannon Lucid",17
"Nutrition Assistance for Puerto Rico",12
"Oklahoma",24
"Whitney Joins The JAMs",6
"Æthelbald of Mercia",19
"Tim Burton",24
"Sungai Ara",14
"Lavrentiy Beria",24
"Morotai Mutiny",19
"Cowboys Are Frequently, Secretly Fond of Each Other",18
"Ideal Home Show",11
"Sons and Daughters (Australian TV series)",23
"Appalachian School of Law",20
"Alexandru Averescu",19
"La Salle School, Klang",17
"Ryanverse",21
"Gregory of Nazianzus",24
"Youngstown Ohio Works",16
"Video Power",17
"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",17
"Great French Wine Blight",7
"Min kärlek",8
"Toribio de Benavente Motolinia",15
"James Root",1
"Time",24
"Museo Egizio",14
"Lumière University Lyon 2",7
"Bangladesh Telecommunication Regulatory Commission",4
"Education in Iceland",13
"Trade",24
"Mesut Yılmaz",17
"Komárno",23
"Cividade de Terroso",9
"Hippocrates",24
"Presidents' Trophy",18
"Korean language",24
"William Pearce Howland",15
"Holden",24
"A Vindication of the Rights of Woman",22
"Planet",24
"Prehistoric Iberia",17
"Rinoa Heartilly",22
"Sheffield",24
"The Long Walk Home",16
"Geum bulgaricum",4
"Goodville, Pennsylvania",2
"The World Is Not Enough (song)",24
"Economy of Scotland",23
"Freedom of religion",24
"Eggheads (TV series)",24
"SpongeBob SquarePants",24
"Jacqueline Saburido",23
"Augustus O. Bourn",5
"Ivan Alexander of Bulgaria",22
"Derry City F.C.",24
"United Kingdom in the Junior Eurovision Song Contest",20
"Dark matter",24
"Rosebud Indian Reservation",8
"Chris Smith (U.S. politician)",1
"Polonization",22
"Hurricane Nina (1957)",12
"Varieties of Arabic",24
"François Crépin",5
"Henry Beard",8
"Columbia River Highway",1
"Tropical Storm Mindy (2003)",11
"Ian Peebles",6
"Maedhros",19
"Shoot 'em up",24
"Nylon Moon",4
"Nuclear isomer",17
"Drew Carey",24
"Yves Coppens",14
"The Twin Towers (professional wrestling)",11
"The Battle of Alexander at Issus",12
"Coat of arms of Palestine",17
"Assassination",24
"Hurricane Gustav (2002)",15
"Agriculture and aquaculture in Hong Kong",10
"Selenium",24
"Being Boring",17
"Facing the Giants",24
"Book of Malachi",23
"Effects of Hurricane Isabel in Delaware",17
"Philadelphia Quakers (AFL)",10
"Letters Written in Sweden, Norway, and Denmark",12
"Aqaba Airport",1
"Moore's Law",2
"Jarmann M1884",11
"Canadian Battlefield Memorials Restoration Project",6
"Elf (Middle-earth)",24
"Legal disputes over the Harry Potter series",19
"Madness (band)",24
"Gordon O'Connor",20
"Dungeness crab",22
"Chile at the 2002 Winter Olympics",3
"Orc (Middle-earth)",24
"Bradfield Combust with Stanningfield",4
"Domnus II of Antioch",6
"Jefferson Barracks Military Post",18
"County of Mark",11
"Robert Courtleigh",3
"Stanwell Corporation",5
"Muawiyah I",24
"Bahá'í Faith",24
"Greco-Persian Wars",24
"Monica Tidwell",14
"DFW Tornados",21
"Ascension (Stargate)",22
"Giles Jacob",4
"USS Texas (BB-35)",24
"Gavin Lambert",9
"Amaryllis",21
"Dow Chemical Company",24
"Jonathan Lethem",22
"Woodville, Calumet County, Wisconsin",3
"Jason Snell",8
"Newsy Lalonde",21
"Henry of Grosmont, 1st Duke of Lancaster",20
"Karl von Terzaghi",15
"St. La Salle Hall",9
"Democratic Party (United States)",24
"Laser",24
"Nepenthes bicalcarata",16
"Interstate 355",21
"Italian Mare Nostrum",12
"Mary Martha Sherwood",14
"Riemann hypothesis",24
"Unwed Sailor",19
"The Ordertaker",14
"Dreamgirls (film)",24
"Flag of Armenia",23
"USS Hoel (DDG-13)",11
"Kedida Gamela",3
"Ammonius the Peripatetic",1
"Viva Hate (band)",11
"Cy-Fair College",10
"Heinrich Moritz Chalybäus",5
"Gifted education",23
"Wheatbelt (Western Australia)",11
"Intercollegiate Athletic Association of the Northwest",6
"Cosmopolitan (cocktail)",20
"F-Zero GX",23
"Red imported fire ant",23
"Aleksander Hall",5
"The Real Adventures of Jonny Quest",22
"Smallville (TV series)",1
"Colosseum",24
"Psycho (1960 film)",24
"Sibu Division",13
"Eastwood, New South Wales",24
"Battle of Gettysburg",24
"International Space Station",24
"Posłuchaj to do ciebie",2
"Archimedes",24
"Holy Synod of the Assyrian Church of the East",9
"Folk instrument",20
"Palma Campania",7
"Flight controller",19
"Elizabeth Needham",13
"Rudolf Jakob Camerarius",8
"Ecclesiastical Law Society",2
"V.",18
"HMS Ledbury (L90)",15
"John Bull (locomotive)",16
"Berea College v. Kentucky",8
"Hesselberg",18
"Rashomon (short story)",1
"Sophie Blanchard",16
"Albert E. Jacomb",6
"Military history of Gibraltar during World War II",15
"Black Death",24
"The Farmer in the Dell",22
"Próxima Estación: Esperanza",16
"Hanukkah",24
"The KLF",24
"Thomas Pynchon",24
"Battle of Dyrrhachium (1081)",17
"Insurrection (StarCraft)",13
"Fujiwara no Teika",17
"Aquilla Lake",6
"Rentaghost",16
"Monty Hall problem",24
"Leprechaun",24
"Lijordet (station)",6
"Hilary Putnam",23
"Flamborough Head",18
"C. S. Lewis",24
"Susquehanna River",22
"Shane Paltridge",5
"Scout Taylor-Compton",24
"USS Whippoorwill (AMS-207)",8
"Elfen Lied",24
"Ian Chappell",22
"The Hospital (TV series)",14
"Adaptations of The Lord of the Rings",16
"Lincoln Theatre (Washington, D.C.)",10
"Botulism",24
"Fair trade",24
"Simonov Monastery",6
"Baudinella",5
"Shawn Michaels",24
"Damien Dante Wayans",13
"Craugastor jota",4
"Rich Girl (Gwen Stefani song)",24
"Klingon language",24
"Culture",24
"Silver Springs State Fish and Wildlife Area",8
"Trade route",24
"Speedrun",23
"MV Adula",2
"Hong Kong Convention and Exhibition Centre",18
"Myxobolus cerebralis",11
"Nissan F-Alpha platform",2
"Ogle County Courthouse",13
"Massively multiplayer online role-playing game",24
"Nevis",24
"Paint Pastel Princess",16
"Bossa Nova (film)",7
"Dorset",24
"Colorado potato beetle",19
"Mediation",24
"Shitalakshya River",7
"City &amp; South London Railway",1
"Brian Urlacher",24
"Priory",9
"Geology of Scotland",18
"Metal Gear Solid",24
"Conn Smythe Trophy",22
"None More Black",14
"Princess Angela of Liechtenstein",15
"Claude Favre de Vaugelas",8
"Sequence alignment",23
"Christ Illusion",24
"Hot Fuzz",24
"Altitude sickness",24
"Ford Taurus",24
"Mixed strategy",14
"Herzliya",22
"The Lord of the Rings Strategy Battle Game",24
"Crinoline",16
"Ciaran Lyng",1
"Prostitution in the People's Republic of China",16
"180th Street–Bronx Park (IRT White Plains Road Line)",6
"Anne of Great Britain",4
"Ho Chi Minh Campaign",23
"George Robert Gleig",8
"Indus Valley Civilization",24
"Tropical Storm Larry (2003)",13
"Great Lubyanka Street",7
"Sai Ying Pun Station",10
"Dusky Woodswallow",11
"Juan de Leyva de la Cerda, conde de Baños",7
"Pipil grammar",9
"The Argument Sketch",19
"Rus'-Ukrainian Union",3
"Holidays of Japan",21
"AT&amp;T Corporate Center",20
"Battles of Corbridge",6
"Johnny Miller (NASCAR)",2
"USS Waddell (DDG-24)",8
"Tumbler Ridge, British Columbia",18
"Mac OS X",24
"John Lee Richmond",16
"Harry Paget Flashman",23
"Knight Engine",12
"Joe Greene (American football)",24
"Siege of Paris (885-886)",16
"House of Gediminas",15
"History of the molecule",15
"Cape Fear Shiner",10
"Proactiv Solution",24
"International Speedway Corporation",20
"Crotalus atrox",22
"Roman Catholicism in Afghanistan",14
"The Night Attack",19
"Horner-Wadsworth-Emmons reaction",8
"3-D film",24
"Alan Davidson (cricketer)",8
"Ganmain, New South Wales",12
"Y. B. Rowdy (Medal of Honor recipient)",9
"Islamic view of Ezra",11
"Stanley (Amtrak station)",9
"Nissan Motor Manufacturing (UK) Ltd",24
"Rietdijk-Putnam argument",6
"Tōru Takemitsu",24
"Cristobal Llorens",4
"Santamaría (volcano)",17
"Creative ZEN",24
"Federalist Papers",24
"Harrogate Town F.C.",24
"South American Championship 1916",13
"Line 2, Beijing Subway",9
"Mountain Parakeet",9
"Muso Gonnosuke",15
"Death of Dean Shillingsworth",5
"Americanization (of Native Americans)",23
"East Norwalk (Metro-North station)",8
"Swiss Federal Council",24
"Dragon Shiryu",23
"Cross Creek Railway Station",5
"American Goldfinch",24
"Seal of New Hampshire",9
"The Lord of the Rings film trilogy",24
"KC Stadium",22
"Pygmy Blue Whale",5
"AIDS Coalition to Unleash Power",21
"Even in the Quietest Moments",19
"John Collier (artist)",13
"Whale song",21
"Paul Anthony Cook",15
"Lutz's Poison Frog",7
"Adore (album)",12
"Union Flag",24
"Cathedral architecture of Western Europe",23
"Mariana Mallard",12
"Tennessee Cave Salamander",6
"Chromosome 2 (human)",18
"Phan Dinh Phung",14
"Then Was Then - Now Is Now!",4
"Always (album)",16
"1,3-Butadiene",20
"Crumbling Land (song)",2
"Oriental Orthodoxy",24
"Shuanghu Special District",4
"John F. Kennedy assassination",24
"Hohenheim (Fullmetal Alchemist)",7
"Seventh and eighth dynasties of Egypt",9
"Qozhaya",8
"Distribution (business)",24
"Ujitawara, Kyoto",5
"The Land That Time Forgot (film)",1
"Cane Toad",24
"Elizabeth Bowes-Lyon",24
"Le Quang Tung",19
"History of Minneapolis, Minnesota",18
"Niederursel (Frankfurt am Main)",4
"GoldenEye 007",13
"Tay-Sachs disease",24
"Yen Bai mutiny",12
"Metsamor site",5
"Christovão Falcão",6
"William Beeman",11
"Quercus albocinta",5
"Cydonia Mensae",24
"Stephen Colbert at the 2006 White House Correspondents' Association Dinner",23
"Humanum Genus",15
"This Bird Has Flown - A 40th Anniversary Tribute to the Beatles' Rubber Soul",10
"Alberta general election, 2004",20
"Yamashita Yoshiaki",13
"Battle for Vedeno (2001)",11
"Allama Mashriqi",18
"Seo Ho-Jin",3
"Timeless_Tales_for_Changing_Times",5
"Kashyap Samhita",12
"Freshwater prawn farm",12
"Six Flags Astroworld",24
"Periodic table (standard)",24
"2012 Summer Olympics bids",22
"Her Majesty's Most Honourable Privy Council",23
"Haruhi Suzumiya (franchise)",20
"Beijing opera",24
"Boy Scout",24
"Red-tailed Hawk",24
"Queluz National Palace",13
"Mohammad Rafiqul Islam Khan",8
"Treehouse of Horror (series)",24
"Rana-de Arbol De Juanita",5
"Mildura, Victoria",24
"Gaius Julius Caesar (proconsul of Asia, 90s BC)",18
"Helder Esteves",6
"Historic district (United States)",15
"Balboa High School (San Francisco, California)",23
"Tropical Storm Zeta (2005)",16
"King Vulture",22
"History of the Peerage",8
"Section Thirty-four of the Canadian Charter of Rights and Freedoms",1
"F-84 Thunderjet",22
"Doctor (Doctor Who)",24
"Capitol Limited (B&amp;O)",11
"Dairy Farmers Stadium",20
"CCU Delivery",3
"American Empire (Harry Turtledove)",10
"Douglaston, Queens",20
"Liberal Party of Canada leadership convention, 1968",13
"John Mylne (1611-1667)",9
"Australian electoral system",24
"Christian views of Jesus",23
"Union Station (San Diego)",19
"Wolverine (comics)",16
"T cell receptor",19
"Killing Me Softly (album)",10
"Greater Yellow-headed Vulture",12
"Ethnic groups in Canada",21
"Northern Red-legged Frog",13
"DMX512-A",22
"David Morris (politician)",15
"Castle of Mirwart",7
"Neposedi",9
"Magnetophone",17
"Green Iguana",24
"Gravitation",24
"Snake scales",17
"Daniel Fentom",24
"Syrian American",21
"Nhat Hanh",23
"Romanov sainthood",20
"Hubert de Brienne, Comte de Conflans",6
"Byzantium under the Komnenoi",15
"Hurricane Epsilon (2005)",15
"Broad Fields, Kentucky",8
"White Magician",21
"Muzafar II",1
"Slavic mythology",24
"Ikata, Ehime",20
"Alessandro Rossi (politician)",9
"Religious Society of Friends",24
"Shalalth, British Columbia",8
"Karplus-Strong string synthesis",10
"B movies (1980s to the present)",12
"Japanese words of Portuguese origin",16
"Tambora (lost culture)",7
"The Princess (play)",10
"Charles Melchior Artus de Bonchamps",9
"Positions on Jerusalem",21
"Eurovision Song Contest winners",24
"Samuel J. Loomis",20
"Comma Johanneum",21
"Planetarian: Chiisana Hoshi no Yume",22
"The Portland Mercury",7
"February 2007 North America Winter Storm",22
"Battle of Gettysburg, First Day",19
"Feminist Sex Wars",12
"Coupling (railway)",24
"Papal conclave, 2005",19
"Canadian Forces",24
"Yellow-bellied Glider",15
"Boy Scouting (Boy Scouts of America)",24
"Georgia Institute of Technology",24
"Tasmanian Devil",24
"Interstate 295 (Delaware-New Jersey)",22
"Thomas Alcock (clergyman)",9
"1700-1750 in fashion",21
"Hickman's potentilla",11
"The Bats",2
"Nouelia insignis",5
"York City F.C. seasons",15
"Nireah Johnson",8
"Elfin-woods Warbler",18
"New Jersey State Constitution",19
"Nation of Ulysses discography",11
"County of Adelaide, South Australia",6
"State of Vietnam referendum, 1955",13
"Ctrl+Alt+Del",23
"Georgia Tech traditions",24
"Paris High School (Paris, Illinois)",3
"Locks on the Kennet and Avon Canal",8
"Watson Island, Miami, Florida",14
"Herne Bay, Kent",24
"Herbig-Haro object",19
"False Zokor",6
"Demonic Tube-nosed Fruit Bat",6
"Bitis gabonica",24
"Crazy Taxi (series)",17
"B movies (Transition in the 1950s)",14
"Milestone home runs by Barry Bonds",6
"Boston terrier",24
"Hong Kong Movie Database",7
"Soviet S class submarine",17
"Novardok yeshiva",9
"Paul Calderon",17
"In Concert: Live at Philharmonic Hall",9
"Tekhsnabexport",16
"Andijan massacre",22
"Battle of the Olive Grove of Koundouros",16
"1960 New York air disaster",19
"Back Stage",11
"Wood Thrush",18
"Haystacks (Monet)",16
"Aviation navale",16
"Sega Mega Drive",24
"Petroicidae",14
"Cover Her Face (novel)",10
"Key West, Florida",24
"Chess handicap",16
"Mauthausen-Gusen concentration camp",23
"Salso River",6
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",24
"Æthelwulf of Wessex",21
"Towelie (South Park episode)",24
"Clifton Forge (Amtrak station)",8
"Antonio Ribeiro",14
"History of Lithuania (1219–1295)",17
"James I of England",24
"If I Were You (novel)",11
"1300-1400 in fashion",17
"Szczecin-Golęcino",4
"Indian national cricket captains",22
"Savoia-Marchetti",10
"Arthur Ernest Percival",24
"John Lawson (Australian rules footballer)",8
"2004 Indian Ocean earthquake",24
"Henry Peel Ritchie",15
"Technology of the Song Dynasty",21
"Philippine-American War",24
"Jack Thompson (attorney)",24
"LVT-5",12
"History of the Ming Dynasty",10
"Swiss federal election, 2007",12
"Reasonable Doubt",10
"Scouting in Portugal",6
"Hairy-fronted Muntjac",11
"Canadian federal election, 1963",13
"A.M. (album)",20
"Meek's Lorikeet",7
"Order of St. Patrick",21
"William Butler Yeats",24
"Nasva River",4
"Rena Mero",24
"Enceladus (moon)",24
"Audacious class aircraft carrier",10
"The Answer (Animorphs)",10
"Variegated Fairy-wren",16
"Mauricio Rua",24
"Trinity School (Newbury)",17
"Genericized trademark",24
"Basel-Country",18
"Caspian expeditions of the Rus",12
"Tunbridge Wells (borough)",10
"Danish football champions",13
"Island Fox",24
"Black widow spider",20
"Battle of Viljandi, 1211",4
"Hovhannes Bagramyan",24
"1920 Palestine riots",17
"Lupin III",24
"Kim Kibum",19
"Administration of an estate on death",11
"Upper Magdalena Tapaculo",6
"Officer Candidates School (U.S. Marine Corps)",14
"Sir Charles Fox",12
"Swan by-election, 1918",6
"Major Soccer League",19
"Apostolicae Curae",20
"Rock and alternative music in Iran",23
"Bûche de Noël",15
"Banana massacre",14
"Harold W. Gehman, Jr.",9
"Mac OS",24
"Chenal Valley, Little Rock, Arkansas",11
"Hurricane Vince (2005)",17
"Battle of Gettysburg, Second Day",18
"Isaac Newton's religious views",22
"Renault F1",24
"Leopard syndrome",16
"Swimming World Swimmers of the Year",19
"Truong Dinh",12
"Area of a disk",20
"Technopark, Kerala",23
"South Side (Chicago)",17
"Zimbabwean national cricket captains",7
"Kirkland Lake, Ontario",23
"USAir Flight 1493",15
"B movies (The exploitation boom)",15
"Fight Club (film)",24
"Hillsong Music Australia",24
"English football champions",24
"Viet Nam Quoc Dan Dang",19
"Roman Republican coinage",9
"George William Forbes",17
"Extrasolar planet",24
"Principal photography of The Lord of the Rings film trilogy",15
"Eagle (comic)",23
"Eamon (computer game)",13
"Freeport (LIRR station)",9
"Karşılama",15
"Consolation of Philosophy",22
"1400-1500 in fashion",20
"Charles Polk, Jr.",12
"Luca Turilli (musician)",21
"I Believe (album)",21
"Trichoptera",21
"Dragon Warrior III",23
"Koryū",17
"Descent: FreeSpace — The Great War",24
"2005 Rugby League State of Origin series",11
"Hiawatha Line",22
"Trailer (film)",24
"Egyptian Mongoose",18
"De La Salle-Santiago Zobel School",23
"Heath Fritillary",18
"USS L. Y. Spear (AS-36)",7
"Ajmer sex scandal",8
"British anti-invasion preparations of World War II",23
"1888-1889 New Zealand Native football team matches",14
"United States Numbered Highways",24
"1900s in fashion",18
"Lunga, Firth of Lorn",13
"Nick Ward (footballer)",12
"Acquisition Initiation (ISPL)",7
"Maraba Coffee",11
"Papal Tiara",24
"Dalmore railway station, Victoria",5
"Narnian timeline",24
"Jempol",3
"Supersonic",24
"Burhanuddin Upazila",9
"Blue Iguana",20
"Carolina Wren",18
"Bhakta Prahlada (1942 film)",4
